City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind speed,Country,Date
hazorasp,41.3194,61.0742,5,77,0,6.93,UZ,1609901921
fare,-16.7,-151.0167,81.32,72,2,12.33,PF,1609901921
ipixuna,-1.7625,-48.8043,78.8,83,0,9.17,BR,1609901921
coquimbo,-29.9533,-71.3436,59,82,9,4.7,CL,1609901921
san cristobal,7.7669,-72.225,63.5,86,19,1.32,VE,1609901921
bhaderwah,32.9784,75.7186,42.08,74,82,4.07,IN,1609901921
khatanga,71.9667,102.5,-1.28,91,100,23.49,RU,1609901921
saldanha,-33.0117,17.9442,60.8,87,1,5.82,ZA,1609901921
ekhabi,53.5102,142.9671,-9.18,90,100,24.38,RU,1609901922
gat,31.61,34.7642,57.99,100,0,1.23,IL,1609901922
qrendi,35.8347,14.4583,55.99,58,100,8.05,MT,1609901922
rio gallegos,-51.6226,-69.2181,57.2,54,40,6.93,AR,1609901766
tabursuq,36.4569,9.2475,37.4,86,20,5.82,TN,1609901922
college,64.8569,-147.8028,-4,75,20,2.75,US,1609901922
makakilo city,21.3469,-158.0858,82.4,51,75,5.82,US,1609901922
kutum,14.2,24.6667,57.72,32,0,9.42,SD,1609901922
porbandar,21.6422,69.6093,53.6,87,0,11.5,IN,1609901922
divnomorskoye,44.5011,38.1353,51.4,78,100,2.71,RU,1609901923
evensk,61.95,159.2333,-12.06,78,0,5.88,RU,1609901923
mar del plata,-38.0023,-57.5575,66.99,93,90,17.22,AR,1609901799
kota kinabalu,5.9749,116.0724,84.2,74,20,4.7,MY,1609901923
axim,4.8699,-2.2405,79.18,86,100,8.77,GH,1609901923
aklavik,68.2191,-135.0107,-20.2,75,88,1.12,CA,1609901923
bonavista,48.6499,-53.1147,37.99,100,100,8.05,CA,1609901923
bilibino,68.0546,166.4372,-28.82,81,100,3.51,RU,1609901923
hualmay,-11.0964,-77.6139,69.57,84,100,7.9,PE,1609901923
yar-sale,66.8333,70.8333,-11.61,88,64,16.15,RU,1609901923
darnetal,49.4453,1.1514,37,93,90,3.36,FR,1609901923
pomoryany,49.6409,24.9307,36.32,89,96,6.42,UA,1609901924
ranong,9.9658,98.6348,80.6,83,20,2.24,TH,1609901924
soyo,-6.1349,12.3689,78.67,85,100,8.5,AO,1609901924
matagami,49.7502,-77.6328,28.4,100,90,0.63,CA,1609901924
abaetetuba,-1.7181,-48.8825,78.8,83,0,9.17,BR,1609901924
lebu,-37.6167,-73.65,56.75,78,0,18.25,CL,1609901924
palmer,42.1584,-72.3287,33.8,74,90,5.82,US,1609901924
abu dhabi,24.4667,54.3667,59,71,0,11.83,AE,1609901850
valparaiso,-33.0393,-71.6273,57.2,87,90,3.36,CL,1609901653
santa isabel do rio negro,-0.4139,-65.0192,74.46,95,100,2.13,BR,1609901924
oxapampa,-10.5775,-75.4017,58.64,92,100,0.76,PE,1609901924
burnie,-41.0667,145.9167,70,60,14,14,AU,1609901924
castro,-24.7911,-50.0119,64.22,96,100,3.71,BR,1609901924
jetpur,21.7333,70.6167,62.01,10,0,7.23,IN,1609901925
marfino,55.7028,37.3822,25,92,90,4.47,RU,1609901925
cabo san lucas,22.8909,-109.9124,68,45,75,6.93,MX,1609901925
maxixe,-23.8597,35.3472,76.12,85,90,7.14,MZ,1609901925
bandarbeyla,9.4942,50.8122,71.82,72,6,17.69,SO,1609901925
huarmey,-10.0681,-78.1522,69.8,84,100,5.84,PE,1609901925
novoilinsk,51.6829,108.7143,-14.69,81,100,8.86,RU,1609901925
cherskiy,68.75,161.3,-17.73,88,100,12.17,RU,1609901925
andrelandia,-21.7397,-44.3092,66.54,92,100,0.18,BR,1609901925
yarada,17.65,83.2667,71.6,94,75,2.24,IN,1609901926
miri,4.4148,114.0089,84.2,79,40,4.7,MY,1609901926
rio grande city,26.3798,-98.8203,71.01,80,87,1.99,US,1609901926
coos bay,43.3665,-124.2179,53.6,40,75,8.05,US,1609901926
cape town,-33.9258,18.4232,66.99,82,20,14.99,ZA,1609901926
pindi gheb,33.2402,72.2661,41,100,15,5.03,PK,1609901926
tuatapere,-46.1333,167.6833,68,76,100,7,NZ,1609901926
maragogi,-9.0122,-35.2225,76.42,77,10,6.17,BR,1609901926
te anau,-45.4167,167.7167,66.38,78,100,4.74,NZ,1609901926
komsomolskiy,40.4272,71.7189,21.2,79,75,2.24,UZ,1609901926
ilulissat,69.2167,-51.1,14,51,100,11.41,GL,1609901926
general roca,-39.0333,-67.5833,71.6,46,20,6.93,AR,1609901927
vila franca do campo,37.7167,-25.4333,55.4,71,40,12.75,PT,1609901927
pinawa,50.1489,-95.8811,19.85,95,100,7.52,CA,1609901927
poso,-1.3959,120.7524,79.41,80,100,3.89,ID,1609901927
lienz,46.8289,12.769,21,93,100,1.39,AT,1609901927
kenai,60.5544,-151.2583,28.99,63,90,17.22,US,1609901927
oranjemund,-28.55,16.4333,60.24,92,31,11.1,NA,1609901927
kapoeta,4.7717,33.5903,78.49,48,0,13.96,SS,1609901927
shenjiamen,29.9576,122.298,43.48,68,100,14.5,CN,1609901927
isangel,-19.55,169.2667,86,79,75,5.82,VU,1609901928
saint anthony,45.0205,-93.218,28.99,79,1,3.36,US,1609901928
akdepe,42.0551,59.3788,5,71,0,6.93,TM,1609901928
sorland,67.667,12.6934,43.32,82,100,15.26,NO,1609901928
usogorsk,63.4106,48.6872,5.5,94,81,5.14,RU,1609901928
okahandja,-21.9833,16.9167,64.99,77,100,4.7,NA,1609901928
zyryanka,65.75,150.85,-25.78,85,0,6.85,RU,1609901928
ibate,-21.9547,-47.9967,73.4,88,0,2.24,BR,1609901928
ust-nera,64.5667,143.2,-20.11,77,100,3.36,RU,1609901928
alice springs,-23.7,133.8833,80.6,32,3,17.22,AU,1609901929
upernavik,72.7868,-56.1549,2.17,90,99,6.67,GL,1609901929
york,40.1254,-77,39.2,69,90,6.93,US,1609901929
half moon bay,37.4636,-122.4286,52,76,1,5.82,US,1609901929
payson,40.0444,-111.7321,30.99,63,1,4.7,US,1609901929
gidam,18.9833,81.4,74.59,50,67,1.77,IN,1609901929
kachug,53.9606,105.8817,-21.53,83,100,0.92,RU,1609901929
itarema,-2.9248,-39.9167,79.25,80,0,14.27,BR,1609901929
georgetown,5.4112,100.3354,77,94,40,1.12,MY,1609901732
goderich,43.7501,-81.7165,32,97,100,2.24,CA,1609901930
lompoc,34.6391,-120.4579,55.4,82,1,10.29,US,1609901930
azogues,-2.7333,-78.8333,51.24,80,89,3.49,EC,1609901930
ancud,-41.8697,-73.8203,55.4,62,0,11.41,CL,1609901930
nikolskoye,59.7035,30.7861,26.6,92,90,8.95,RU,1609901930
camargo,27.6667,-105.1667,58.78,31,100,2.68,MX,1609901930
goldsboro,35.3849,-77.9928,42.8,81,1,3.36,US,1609901930
coffs harbour,-30.3,153.1333,75.2,88,90,20.8,AU,1609901930
kathmandu,27.7167,85.3167,51.8,81,20,2.24,NP,1609901930
puerto escondido,15.85,-97.0667,75.2,83,5,2.93,MX,1609901931
narasannapeta,18.4167,84.05,74.01,56,84,5.08,IN,1609901931
samarai,-10.6167,150.6667,86.45,70,67,14.27,PG,1609901931
shyryayeve,47.3805,30.1964,40.3,91,58,6.29,UA,1609901931
hasaki,35.7333,140.8333,43,75,75,20.8,JP,1609901931
dongargaon,20.9667,80.85,71.1,39,37,4.61,IN,1609901931
yoichi,43.2039,140.7703,14,72,75,8.05,JP,1609901902
ust-kuyga,70.0167,135.6,-33.36,80,21,10.31,RU,1609901931
veraval,20.9,70.3667,63.1,53,0,15.61,IN,1609901931
ca mau,9.1769,105.15,83.14,70,27,8.39,VN,1609901931
cayenne,4.9333,-52.3333,75.2,100,40,2.24,GF,1609901931
inongo,-1.95,18.2667,72.39,93,100,1.3,CD,1609901932
jega,12.2175,4.3792,72.86,20,0,8.81,NG,1609901932
chumikan,54.7183,135.315,-18.89,77,4,16.28,RU,1609901932
codrington,-38.2667,141.9667,64.08,70,75,13.98,AU,1609901932
smithers,54.7804,-127.1743,32,94,90,8.05,CA,1609901862
tura,25.5198,90.2201,72.55,44,100,0.34,IN,1609901932
keshabpur,22.9183,89.2112,74.34,39,15,4.16,BD,1609901932
paamiut,61.994,-49.6678,27.72,94,100,13.89,GL,1609901932
faya,18.3851,42.4509,53.6,93,0,2.51,SA,1609901932
camacha,33.0833,-16.3333,62.6,93,75,3.36,PT,1609901932
ovalle,-30.5983,-71.2003,55.96,74,0,1.7,CL,1609901932
nurota,40.5614,65.6886,21.2,79,90,4.7,UZ,1609901932
comodoro rivadavia,-45.8667,-67.5,62.6,77,0,2.24,AR,1609901682
sitka,57.0531,-135.33,44.6,70,90,19.46,US,1609901933
ouallam,14.3188,2.0866,76.44,19,0,8.93,NE,1609901933
paraiso,9.8383,-83.8656,69.8,68,0,5.82,CR,1609901933
tsumeb,-19.2333,17.7167,69.8,77,85,1.57,NA,1609901933
kloulklubed,7.0419,134.2556,86,74,75,9.17,PW,1609901933
mount gambier,-37.8333,140.7667,66.2,55,90,16.11,AU,1609901933
catuday,16.2923,119.8062,81.82,69,22,5.17,PH,1609901933
hithadhoo,-0.6,73.0833,82.78,76,56,17.13,MV,1609901933
paralimni,35.0375,33.9833,53.6,87,0,5.82,CY,1609901933
mackay,-21.15,149.2,82.4,78,75,5.82,AU,1609901934
praia da vitoria,38.7333,-27.0667,57.2,76,75,35.43,PT,1609901934
pokhara,28.2333,83.9833,70.38,23,91,0.87,NP,1609901934
esperance,-33.8667,121.9,69.8,43,0,13.87,AU,1609901934
ankang,32.68,109.0172,45,34,100,1.99,CN,1609901636
yulara,-25.2406,130.9889,80.6,26,66,14.99,AU,1609901934
grindavik,63.8424,-22.4338,35.6,64,40,18.34,IS,1609901934
moussoro,13.6408,16.4901,73.38,19,0,11.56,TD,1609901934
nome,64.5011,-165.4064,6.8,77,90,4.7,US,1609901795
srednekolymsk,67.45,153.6833,-20.9,87,100,14.03,RU,1609901934
salinopolis,-0.6136,-47.3561,80.06,79,71,10.31,BR,1609901934
talnakh,69.4865,88.3972,-7.6,76,75,22.37,RU,1609901935
diapaga,12.0708,1.7889,73.9,19,0,6.11,BF,1609901935
belmonte,-15.8631,-38.8828,77,78,40,3.36,BR,1609901935
fagersta,60.0042,15.7932,30.2,92,99,5.82,SE,1609901935
jibuti,11.5,42.5,65.73,88,0,15.08,DJ,1609901935
sao desiderio,-12.3633,-44.9733,71.37,67,1,2.08,BR,1609901935
laguna,38.421,-121.4238,50,81,1,3.71,US,1609901935
florianopolis,-27.6146,-48.5012,77,88,75,9.17,BR,1609901935
chimore,-16.9833,-65.1333,68.16,96,100,2.33,BO,1609901935
sola,-13.8833,167.55,82.74,77,100,13.02,VU,1609901935
mabaruma,8.2,-59.7833,72.93,97,84,1.74,GY,1609901935
krasnoselkup,65.7,82.4667,-21.17,84,0,11.97,RU,1609901936
vestmannaeyjar,63.4427,-20.2734,37.72,76,29,24.65,IS,1609901936
fort dodge,42.4975,-94.168,33.8,80,20,8.05,US,1609901936
krasnyy kut,50.95,46.9667,11.12,93,8,11.81,RU,1609901936
labuhan,-6.8844,112.2051,81.61,78,92,5.35,ID,1609901936
madingou,-4.1536,13.55,73.67,93,93,2.06,CG,1609901936
byron bay,-28.65,153.6167,89.6,66,37,16.11,AU,1609901936
wakefield,53.6809,-1.499,35.01,95,54,7.16,GB,1609901936
key west,24.5557,-81.7826,64.4,72,1,6.93,US,1609901749
tomatlan,19.9333,-105.25,67.24,83,0,1.48,MX,1609901936
leningradskiy,69.3833,178.4167,-8.7,89,100,10.92,RU,1609901937
anloga,5.7947,0.8973,82.4,88,40,8.05,GH,1609901937
souillac,-20.5167,57.5167,77,83,40,9.17,MU,1609901937
strezhevoy,60.7333,77.5889,-16.6,75,0,6.71,RU,1609901937
marzuq,14.4,46.4667,51.3,49,0,1.68,YE,1609901937
kursumlija,43.1458,21.2686,41,79,0,3.36,RS,1609901937
mahebourg,-20.4081,57.7,77,83,40,9.17,MU,1609901937
raga,8.4596,25.678,64.94,30,0,3.51,SS,1609901937
porto nacional,-10.7081,-48.4172,78.8,83,0,5.82,BR,1609901937
sai buri,6.7013,101.6168,82.4,78,40,8.05,TH,1609901937
jutai,-5.1833,-68.9,74.19,96,100,2.46,BR,1609901937
turkistan,43,68,13.28,83,10,5.14,KZ,1609901938
henties bay,-22.116,14.2845,69.01,89,100,1.01,NA,1609901938
sidi ali,36.0998,0.4206,45.79,90,100,4.68,DZ,1609901938
gold coast,-28,153.4333,88,70,52,12.75,AU,1609901938
kudahuvadhoo,2.6708,72.8944,82.65,75,100,10.63,MV,1609901938
bengkulu,-3.8004,102.2655,85.48,66,72,4.54,ID,1609901938
najran,17.4924,44.1277,51.8,57,0,1.32,SA,1609901938
alofi,-19.0595,-169.9187,77,94,90,8.05,NU,1609901938
anton lizardo,19.05,-95.9833,73,94,75,4.7,MX,1609901939
fairbanks,64.8378,-147.7164,-4,75,20,2.42,US,1609901939
chirongui,-12.9319,45.1483,77,94,0,1.12,YT,1609901939
uglovka,58.2392,33.5108,25.65,98,100,6.13,RU,1609901939
iqaluit,63.7506,-68.5145,23,85,75,18.34,CA,1609901939
torbay,47.6666,-52.7314,37.99,100,90,12.75,CA,1609901739
acapulco,16.8634,-99.8901,80.6,78,40,6.93,MX,1609901906
sept-iles,50.2001,-66.3821,23,79,100,5.82,CA,1609901939
kumba,4.6363,9.4469,73.92,92,81,1.63,CM,1609901939
margate,51.3813,1.3862,41,96,100,13.67,GB,1609901939
pryazha,61.6926,33.6216,24.8,92,100,4.47,RU,1609901940
marystown,47.1666,-55.1483,39.16,92,100,15.68,CA,1609901940
ouesso,1.6136,16.0517,72.91,91,96,2.28,CG,1609901940
coshocton,40.272,-81.8596,33.01,88,99,4.92,US,1609901940
vila velha,-20.3297,-40.2925,77,83,0,9.17,BR,1609901940
gamba,-2.65,10,77.13,90,89,8.08,GA,1609901940
arrecife,28.963,-13.5477,66.2,93,75,6.93,ES,1609901940
mezen,65.8522,44.24,7.66,95,94,5.64,RU,1609901940
pisco,-13.7,-76.2167,69.8,88,40,3.36,PE,1609901940
charters towers,-20.1,146.2667,78.8,81,100,11.9,AU,1609901941
bardiyah,31.7561,25.0865,58.77,71,99,8.43,LY,1609901941
juba,4.8517,31.5825,76.33,46,0,1.03,SS,1609901941
biskamzha,53.4497,89.5272,-9.08,80,0,4.36,RU,1609901941
tarko-sale,64.9225,77.785,-20.42,83,0,12.33,RU,1609901941
awjilah,29.1081,21.2869,54.97,74,95,7.56,LY,1609901941
kalmunai,7.4167,81.8167,80.2,80,31,2.01,LK,1609901941
santa elena,-2.2333,-80.85,72.34,80,75,9.42,EC,1609901941
pauini,-7.7136,-66.9764,74.57,95,100,0.94,BR,1609901941
dingle,10.9995,122.6711,82.54,79,81,15.21,PH,1609901941
bar harbor,44.3876,-68.2039,32,86,90,9.17,US,1609901942
darhan,49.4867,105.9228,-16.44,80,100,8.28,MN,1609901942
nelson bay,-32.7167,152.15,75.99,78,75,19.46,AU,1609901942
barcelos,41.5388,-8.6151,37.4,83,0,10.29,PT,1609901942
capreol,46.706,-80.9225,30.99,92,90,1.23,CA,1609901942
xinye,32.5186,112.3522,39,42,75,6.26,CN,1609901942
kashi,39.4547,75.9797,12.2,85,75,6.71,CN,1609901942
foki,56.693,54.3499,15.22,97,100,6.98,RU,1609901942
tondano,1.3038,124.9112,86,70,40,6.93,ID,1609901943
necochea,-38.5473,-58.7368,63,95,100,18.81,AR,1609901943
lima,-12.0432,-77.0282,70,88,0,9.17,PE,1609901678
tatarsk,55.219,75.9828,-20.06,87,62,7.92,RU,1609901943
airai,-8.9266,125.4092,73.9,85,81,2.21,TL,1609901943
constantine,36.365,6.6147,33.8,69,0,2.24,DZ,1609901896
abay,49.6311,72.8539,-16.6,68,0,8.95,KZ,1609901943
tilichiki,60.4667,166.1,-18.17,88,8,8.25,RU,1609901943
banjar,-8.19,114.9675,86,79,40,4.7,ID,1609901943
barber,12.2833,-69.0667,78.8,78,20,11.41,CW,1609901943
san andres,12.5847,-81.7006,73.4,94,75,2.24,CO,1609901944
bolgar,54.95,49.0667,8.6,78,100,6.71,RU,1609901944
chokurdakh,70.6333,147.9167,-14.04,89,100,12.06,RU,1609901944
khash,28.2211,61.2158,28.78,71,0,3.15,IR,1609901944
conde,-7.2597,-34.9075,77,83,20,6.93,BR,1609901944
neiafu,-18.65,-173.9833,78.8,88,75,13.87,TO,1609901944
vieste,41.8825,16.175,46.4,81,75,6.93,IT,1609901944
flin flon,54.7682,-101.865,18.7,97,100,7.4,CA,1609901945
merauke,-8.4667,140.3333,88.65,59,92,6.11,ID,1609901945
orodara,10.9492,-4.9342,73.4,43,0,6.93,BF,1609901945
agadez,19.75,10.25,66.63,25,0,4.12,NE,1609901945
lingao,19.9103,109.6859,67.35,61,92,15.3,CN,1609901945
massape,-3.5228,-40.3428,75.27,83,0,2.66,BR,1609901945
aksarka,66.5606,67.7975,-13.16,88,69,16.67,RU,1609901945
nizhneudinsk,54.9076,99.0276,-1.14,85,100,9.84,RU,1609901945
karratha,-20.7377,116.8463,96.26,25,6,20.02,AU,1609901945
santander,43.4647,-3.8044,39,100,75,1.12,ES,1609901945
tromso,69.6496,18.957,41,80,75,18.34,NO,1609901945
upata,8.0086,-62.3989,75,92,34,3,VE,1609901946
pytalovo,57.0679,27.9138,29.97,99,100,8.79,RU,1609901946
